execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir,search_algorithm,objectives
27,xwiki,XWIKI-12889,7.4-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-7.4-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-12889/XWIKI-12889.log,yes,7.4-milestone-2,2,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-12889,NSGA_II,WeightedSum:TestLen:CallDiversity
28,xwiki,XWIKI-12889,7.4-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-7.4-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-12889/XWIKI-12889.log,yes,7.4-milestone-2,2,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-12889,NSGA_II,WeightedSum:TestLen:CallDiversity
29,xwiki,XWIKI-12889,7.4-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-7.4-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-12889/XWIKI-12889.log,yes,7.4-milestone-2,2,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-12889,NSGA_II,WeightedSum:TestLen:CallDiversity
30,xwiki,XWIKI-12889,7.4-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-7.4-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-12889/XWIKI-12889.log,yes,7.4-milestone-2,2,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-12889,NSGA_II,WeightedSum:TestLen:CallDiversity
1,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
2,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
3,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
4,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
5,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
6,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
7,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
8,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
9,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
10,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
11,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
12,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
13,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
14,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
15,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
16,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
17,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
18,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
19,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
20,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
21,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
22,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
23,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
24,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
25,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
26,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
27,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
28,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
29,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
30,xwiki,XWIKI-13544,7.4.4,becnhmark/applications/XWIKI-bins/XWIKI-7.4.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13544,NSGA_II,WeightedSum:TestLen:CallDiversity
1,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
2,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
3,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
4,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
5,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
6,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
7,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
8,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
9,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
10,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
11,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
12,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
13,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
14,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
15,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
16,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
17,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
18,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
19,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
20,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
21,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
22,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
23,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
24,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
25,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
26,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
27,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
28,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
29,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
30,xwiki,XWIKI-13345,8.1-milestone-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13345,NSGA_II,WeightedSum:TestLen:CallDiversity
1,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
2,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
3,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
4,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
5,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
6,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
7,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
8,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
9,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
10,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
11,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
12,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
13,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
14,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
15,xwiki,XWIKI-13407,8.1-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,,,0,0,300,50,,,,,,JarFiles/GGA-tests/XWIKI-13407,NSGA_II,WeightedSum:TestLen:CallDiversity
